-0,-0,0,0,-0.019387,-0,-0.23957,-0,0,0,-0,-0,0,-0,-0,-0,0,0,-0,-0,0,-0,0,0,-0,-0,-0,0,-0,-0,0,0.33345,-0,0.30055,0.036768,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,0,-0,-0,-0
-0,-0,0,-0.20647,0,-0,-0,0.090671,-0.22397,0.1153,0,-0,0,-0,-0,-0,0,-0,-0,-0,-0.21328,-0,-0.25356,0,-0,-0.25346,-0,-0.25455,-0,-0,0,0,-0,0,-0,-0.22743,-0,-0,-0,-0,-0,-0,-0,-0.21917,-0.25487,-0,0.36147,-0,-0,-0
0,-0.2499,-0,-0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,-0,0.21312,0.24986,0,-0,-0,0,-0,-0,-0,0.23241,-0.20262,0,0,0,0,0,-0,0,-0,0,-0,0,-0.23274,0,0,0,0,-0.25496,0.19759,-0,-0,0,-0
-0,-0,-0,0,0.19666,-0,0.25523,0.22327,0,0,0,-0,0,-0,-0,-0,0,-0.25289,-0.21935,0.23312,0,-0,0,0,-0,-0,-0,-0,0,-0,0,0,-0,-0.19913,-0,0.22818,-0,-0,-0,-0.23431,-0,-0,-0,0,-0,-0,0,-0,-0,0.20165
-0,-0,0,0,0.25178,-0,0,-0,0.21972,0.15245,-0.21609,-0,0,-0,-0,-0,-0,0,-0,0,-0,-0,0,0,-0.48198,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,0,0,0.20359,-0.19484,-0,-0,-0,-0,-0,0,0,-0,0,-0
-0,-0,0,0,0.1217,-0,-0,-0.024203,0,0,-0.20063,-0,-0.23691,-0,0,-0,0.25484,-0.19494,-0,0.20038,0,-0,0,-0.20311,0,0,-0,-0.23089,-0,-0,0,0.036047,-0,0,-0,-0.25148,-0,-0,-0.22284,0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0
-0,-0,0,0,0,-0,-0,-0,-0.25954,0,-0,-0,0,-0,-0,-0,0,-0.19727,-0,-0,0,-0,0,0,-0,-0,-0,-0.22541,-0,-0,0,0.15589,-0,0,-0,0,0.19014,-0,-0,-0,-0,0,-0,-0,-0.23944,-0,0,-0,-0,-0
-0,-0,-0,-0,0.20212,-0.59933,0.34654,-0,0.24676,0.19819,-0,-0,-0,-0,-0,-0,0,-0.21217,-0,0.41324,-0,-0.2031,-0.43998,0,-0.31458,0,-0,0,-0,-0,0,-1.1083,-0,-0.76752,-0.00072179,-0,-0.29028,-0.23541,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0.53094,-0
-0.20267,-0,-0.21349,-0,-0.19799,-0.19845,-0,0.2638,-0,-0,0,0.19281,0,-0,-0,-0,0.21354,-0,-0,0,0,-0,0,-0,0,0,0.22793,0,0,0.2039,0,-0,-0,-0,0.21989,0,-0.21289,-0,-0,-0,-0.22926,0,-0,0,-0,-0,0.20381,-0,0,-0
-0,-0,0,0,-0.18098,-0.2175,0.22799,-0,0,0,0.22804,-0,-0,-0,-0.19447,-0.20206,0,-0.20735,-0.21155,-0,-0,-0.33763,-0.39461,-0,0,0.19716,-0,0.21763,-0,-0,0.17359,0,-0,-0.10367,-0,0,-0,-0,-0,-0,-0,-0.2002,-0,-0,0,0.39504,0,0,-0.20043,-0
0,-0.2134,-0,0,0,-0,-0,-0,-0,-0,-0,-0.22848,0,-0,-0,0,-0,0,0.25671,0,-0,0,-0,0,-0,-0,0,0.24328,-0,0,-0,-0.19961,0,-0,-0,-0,0,-0,-0,0,0.21557,-0,-0,-0.22165,-0.19904,-0,-0,-0,0,-0
-0,-0.21911,0,0,-0,-0,-0,-0,0,0,0,-0,0,-0,-0,-0,0,-0,0.19678,-0,0,-0,0,0,0,0,-0,0,0.060104,-0,0,-0.34904,0.13747,0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0.22651,-0.24673,0.35371,0,-0,-0,-0
-0,-0,-0,0,-0,0,0,-0,-0,0,-0,0,-0.19907,0,0.2063,-0,0,0,-0,-0,-0,-0,0,-0,-0,-0,-0,0,-0,-0.023403,-0,0,-0,0.40141,-0,-0,-0.00026221,-0,-0,-0,-0,-0,-0,-0,-0.24642,-0,0,0,0.047346,0.20535
0,-0,-0.26648,0,0.22513,-0,0,0.22487,0,-0,-0.20556,-0,0,-0,-0,-0,0.19874,-0,-0,-0.19776,-0,-0,0,0,-0,0,-0,0,-0,-0,0.21839,0,-0,0,0.2365,0,-0,-0,-0,-0,-0,-0.2531,-0,-0,0,-0,0,-0,-0,-0
-0,-0,0.20121,-0,0,-0,-0,-0,0,0,0,-0,0,0.2063,0,-0,0,0.20537,-0,-0,-0.25798,-0,0,0,0,0,-0,-0,-0,-0.00078544,0,0,-0,0.28734,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,0,-0,-0.15756,-0,-0,-0
-0,-0,0,0,0,-0,-0,-0,0,0,-0.20385,-0,-0.19825,-0,0,-0,0,-0,-0,-0,-0.21725,-0,-0.23507,-0.2499,-0.24191,0,-0,0,-0,-0,0,0.28043,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.25865,-0,-0,0,0,-0,-0
0,0,-0,0,-0,0,0,0,-0,-0,0,0.19342,-0,-0.19471,0,0,0,-0,0,-0,-0,0,0,-0,-0,-0,0,-0,0,0,-0.20785,0,0,0,-0.26261,-0,0,-0,-0,-0,-0,0.19682,0,-0.22189,0,-0,-0,0,0,-0.23478
0.36155,-0,-0.37276,0,-0.074584,-0,-0,-0,0,0.43272,-0,-0,0,-0,-0,-0,-0.29075,-0,-0.2732,0.48676,-0,-0,-0.20722,-0.22434,-0,-0,0.43111,0,0.47022,0.36588,0,0.31547,-0,-0.23738,0.4588,-0.2247,0.42984,-0,-0.19408,-0,-0,0,-0,-0,0,0.59141,-0.4837,-0,0.31762,-0
0,0.20612,-0,-0.22175,0,-0,0.20544,0,-0,-0,-0,-0,0,-0,-0,0.21659,0.20499,0,-0,0,-0,0,0,-0,-0.2319,-0,0.2359,-0,0,0,0,0.24509,0,0.2126,0,-0,0.20469,0.21437,0,-0,-0,-0,0,-0,-0,0,-0,-0,0,0
0.32975,-0,0,0,0.026466,-0.3586,0.17588,-0,0,0,-0.20933,-0.20347,0,-0,-0.25888,-0,0,0,-0,-0,-0,-0,0.19284,0,-0,-0,0.634,0,0.33181,0.29513,0,0.36792,-0,0,0.3746,0,0.53357,-0,-0.24569,-0,-0,-0,0.38151,-0,-0,0.38179,-0.40026,-0,0.35011,-0
-0,-0.23658,-0,0,0,-0,-0,-0,0,-0,-0,-0,0,-0,-0,0.20008,0,-0,0,-0,-0.31566,-0,0,0,-0,-0.22877,-0,0,-0,-0,0.23462,-0,-0,-0,-0,-0,-0,0,-0,-0,-0.2754,0,-0,-0,0.24266,0.06787,-0.01039,-0,-0,-0.24159
-0,-0,-0.2278,0,0,-0,-0,-0,0,0.093939,0,-0,0,-0,-0,-0,0,-0,-0.22285,0.10126,0,-0,-0.23494,0,0,-0,-0,0,-0,-0,0,-0.31614,-0,0,-0,-0,-0,-0,-0,-0,0,-0.22361,-0,-0,-0,-0,0.46446,-0,-0,-0
0.1865,-0,0,0,0,-0,-0,-0,0,0.19308,-0,-0,0,-0,-0,-0,0,0,-0,0.12453,0,-0,0.19643,0,-0,0,-0,0,-0,-0,-0.27895,0,0.10885,0.28119,-0,-0,-0,-0,-0.23262,-0,0.21354,0,-0,-0,-0,-0,0,-0,-0,-0
-0,-0,0,0,0,-0,-0,0.17943,0,0.22662,-0.21503,-0,-0,-0,-0,-0,0,-0,-0,-0,0,-0.22074,0,0,-0,-0,0.45394,-0.22734,0.21869,-0,0,0,-0,0.33504,-0,-0.20385,0.22383,-0,-0,-0,-0,-0.19626,-0,-0,0,-0,0,-0,-0,-0
-0,-0.22003,0,0,0.21408,-0,-0,0,0,0,-0,0,0,0,0,0,0,0.22098,-0,0,0.22481,-0,-0,-0,0.22064,0,-0,0,-0,0,0,-0,0,-0,0,0.22036,0,-0,0.20392,-0,-0,0,-0,0,0,0,-0,-0,-0,-0
-0,0.22939,-0,-0.25396,0,-0.20048,0,-0,-0,-0,0,0,-0,0.22352,-0.23581,0.21067,-0,-0,-0,0,-0,-0,0,-0,0,-0,-0,0,0,0.21685,-0.20268,-0,-0,-0,0,0,-0.21222,-0.20076,0,-0,0,0,-0,-0.21654,-0,0,0,-0.19298,0,-0
