0,0,0.26793,-0,-0,-0,-0,-0.27642,0
-0,-0,-0.25565,0,0,0,-0,0,-0.24662
-0,-0,0,0,0.31457,-0,-0,0.31884,-0
-0.28183,0,0.28388,0,-0.2903,-0.30348,0,-0.28462,-0
0,-0.267,0,0,-0.30768,0,0,-0.24732,-0
0,0.41476,0,0,-0,0,0,0,0
-0,0,0,0,0.26173,0.27919,0,0,0.2932
0,0,0,0.080111,0.40778,0,0,0,0
-0,0,-0.27931,0,-0,0,-0,0,-0
0,0,0,-0.26021,-0,0,0,0,-0.27817
0,0,0,0,-0,0,0,0.32906,0
0,0,0,0.28266,0.32826,0.2637,0,0,0
0.35025,0,0,0,-0,0,0,0,0
0,0,0,-0,0,0,-0,-0,0
0,0,0,0,-0,-0,0,0,0
-0,0,-0.26448,-0,-0,0,0,-0,0
0,0,0,-0.092004,0.29812,0.19354,0,0,0
-0,0,0,-0,0,0,-0,-0.31476,-0
-0.30589,-0,-0,-0,-0,-0,-0,-0,0
0,0,0,0,0,-0,-0,-0.28043,-0
0.0055943,0,0,0,-0.50186,0,0,0,0
0,0,0,0,0.3177,0,0,0,0
0,0,0,0,-0,0,0,0.26506,0.32179
-0.25193,0,0.30465,-0,-0,-0,-0,-0.275,0.31178
-0,-0,0,-0,0,-0,-0,-0,-0
0,0,0,0.11364,-0,0,0,0,0.3423
-0,0,-0.27922,0,0.27148,0.24661,0,-0,0.26543
0,0,0,0,-0,0,0,0,0.58393
0,0.3562,0,0,-0,0,0,0,0
0,0,0,-0,-0,0,0,-0,0.29264
0,-0,-0,-0,-0.28951,-0,-0,-0,0
0,0.28725,0,0,0.2903,0,0,0,0
0,0,0,0,-0,-0,0,0,0
0,0,0,0,-0.30846,0,0,0,0.39832
0,0,0,-0.21665,-0,0,0,0,0
-0.24894,-0,0,0.31827,0,0,-0,-0,-0
-0,0.32723,-0,-0,-0,0.32891,-0,0,0
0,0,0,0.34593,-0.45395,0.3085,0,0,-0.42488
-0,0,-0,0,0,0,0.28268,-0,-0
-0.24961,0,-0,-0.25381,0,0.27838,-0,-0,0
-0,-0,0,-0,-0,0.31714,0,-0,0
-0,-0,0,-0,-0,-0,-0,0.33601,0.25269
0,0,0,-0,-0,0,0.30397,-0,-0
0.28973,0.26306,0.29183,-0,0,0,-0.30549,-0,-0
0,0,-0.27773,0,0,0.26324,0,0,0
-0.30019,0,0,0,0,0,0,-0.28014,-0
0,0.26299,-0,-0,0,-0,-0,0,-0.277
0.41836,0,0,0,-0,0,0,0.30216,0
0,0,-0.2846,0,-0,-0,-0,0,0
-0,0.3241,-0,-0,0,-0,-0,0.25049,0
