0,-0,-0,-0.035873,-0,0,0,0,-0.2206,-0.099279,-0,-0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,0,0,0.047295,0.1826,-0,-0,-0.21856,0,-0,0,-0,0,0,0,-0,-0,-0,-0,-0,-0,-0,0,0,0
0,-0,0,0.13586,-0,0,-0,-0,-0.25453,-0,0.2854,0.36684,-0.32269,0.38603,-0.30174,-0.27708,-0,-0,-0,-0,0.52575,-0.35332,-0.31039,-0,0.30267,-0.28508,0,0.059733,0.31756,-0,0,0.36455,-0,0,-0,0.26533,-0,0.3864,0.37187,0.35071,-0,-0.35798,0.16071,-0,-0.21578,-0.23582,-0,0.28638,0,0
0,0,0,0,-0,0,-0,-0.18535,-0.21725,0.17272,0.1298,-0,-0,0,0,-0,-0,0.13473,0.46822,-0.19317,0,0.20368,-0,-0.18696,0,-0,0,0.14129,0,-0,0,-0.0091001,-0,0,-0,0,-0,0,0,0,-0,0,-0,-0.23481,0,-0,-0.27455,0,0,0
0,0,-0,0,0,0,-0,-0,-0,0,0,-0,-0,-0,-0.043985,0,-0,-0,0,-0.25391,-0,-0,-0,-0,0,-0,-0.25064,0,0,-0,-0,0,-0.22707,-0.20797,-0,-0,-0.24991,0,0.18989,0,-0,-0.24359,-0,-0,0,-0.20107,-0.31646,0,0,0
0,-0,0,0.26111,-0,-0.19025,0.18894,-0,-0,0,0,0,-0,0.28281,0,-0,-0,-0,-0,-0,0,-0.21932,-0,-0.22218,0,-0.23705,-0,0,0,-0,0,0,-0,0,-0.20974,0,-0,-0,0,0,-0,0,0,-0.261,-0,-0,-0,0,0,0
-0,-0,0,-0,0,0,-0.20442,-0,-0.2384,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,0,0,0,-0,-0.013676,-0,-0,-0,-0,0,-0,-0,-0,0,0.0027378,0,-0.22518,-0.20035,-0,-0,-0,0,0,0,-0,-0.19086
-0.20828,-0.18934,0,-0,0,0,-0,-0,0,0,0.20011,-0.20252,-0,0,-0,0.23658,0,-0,-0,-0,0,0.21011,0.23661,0,0,-0.1898,0,-0,0,-0.20779,0,0,0.20888,-0,0,0,-0,-0,0,-0,0.22329,0,0,-0.24276,0,-0,0.18459,0,0,0
-0.21836,0,-0,-0,-0,0.18832,0,-0.25965,-0,0.25864,-0,0,-0,-0,-0,-0.18968,0,0,0,0,-0,-0,-0.19497,-0.20091,-0,-0,-0,0,-0,-0.19164,-0,0.19371,-0,-0,-0.25703,-0,0.28693,-0,0.21431,-0,0,0.22141,0.21522,-0,-0,-0,-0,-0,-0,-0
0,0.10179,-0,0,-0,-0.25625,-0,-0,-0,0,-0,-0,-0,0,0,-0,-0,-0,-0,-0.22936,-0,0,-0,-0,0,-0,0,0,0,-0.19578,-0,0,-0.18993,-0,-0,-0,-0,0,-0.39143,0,-0,-0,-0,-0,-0.1854,-0,-0,0,0,0.22281
0,-0,0,0,-0,-0,-0,-0,0,0,0,-0,-0,0.24775,0,-0,-0,-0.18372,-0,0,0,-0,-0,-0,0,-0,0,0,0,-0,0,0.33551,-0,0,-0,0,-0,0,0,0,-0,0,-0,0,-0,0,-0.25118,0,0,0
-0,0,0,0,-0,-0,0.22473,0,-0,0,0.099818,0,-0.24877,-0,0,0,-0.20695,0,0,0,0,-0,-0,-0,0,0.21362,0,0,0,0,-0,0,0,0,-0,0,0,-0,0.011625,-0.00099143,-0.24587,-0,0,0,0,-0.20621,0,-0.066686,-0,0
0,0,0,-0.040267,-0,0,-0,-0,-0,0,0,0.03314,-0,-0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,0,-0.25902,0,-0.22324,0,-0,-0,0,-0,-0,-0,0.068753,0,-0,-0,0.2147,0,-0,0,0.18958,-0,-0,-0,-0.23605
-0,0,0,0,-0.21611,-0.20242,-0,-0.18419,-0,-0,0,0.11037,-0,-0,-0,-0,0,0,0,-0,0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,0,-0,-0.21211,-0.22195,-0,-0,0,0,0,-0,0,-0,-0,0.22261,-0,0,0,-0,0
0,0,-0,0,-0,0,-0.2115,-0,-0.21297,-0,0,0.27078,-0,-0.40828,0,-0,-0,-0,0,-0,-0,-0.22054,-0,-0,-0.30039,-0,0,-0,-0,-0,-0,-0.21936,-0,0,-0,0,-0,-0.17677,0,0,-0,0,-0,-0,-0.2176,-0,-0,-0.19512,0,-0.22357
