-0,-0.24424,-0,-0.25216,0,0,0,0,0
0.3765,-0,-0,0.35588,0,0.2447,0,-0,0.32421
0.42196,-0,-0,0.25001,0.27231,0.24151,0,-0,0
0,0,-0,0,-0,-0.22069,-0,0,0
0,-0,0,-0.25256,0,0,0,0.33908,0.3276
-0,-0.26088,-0.28659,0.27432,-0,-0,-0,-0.28285,-0
0,-0,-0,0.20862,-0.24133,-0,0,-0,0
-0,-0,-0,-0,1.0633,0,0,0,-0.66443
-0,0.24362,-0,0,0,-0,0,-0,0
-0,-0,0,0,-0,-0,0,-0.289,0.26388
-0.27535,0,0,0,-0,0.33919,-0,0,0
0,-0,-0,-0,0.22754,-0,0,-0,0.43597
0,0.36755,-0,-0,0,0.38692,0,-0,0
-0,-0,-0,0,-0,0,0,-0,0
0,0.22187,-0,-0,0,-0,0,-0,0
0.23294,-0,-0,-0,0,-0,0,-0,0
0,-0,-0,-0,0,-0,0,0.35913,0
0,0.26518,-0,0,-0,-0,-0,0.36037,-0
0.33369,-0,0,-0,-0,-0.26064,0,0,-0
0,0,0,0,0,-0,-0.25568,0,0.26131
-0,0,0,-0,-0,0,-0,-0,-0
-0,-0,0,0,-0.25855,-0.29404,0,-0.25691,0.30201
-0,-0,0,-0,0,-0.27225,0,-0,0
0,0,-0,-0.14128,0,-0,0,-0,0
-0,0,-0,-0.27592,0,0,-0,0,0
0,-0,-0,0,0,0,0,-0,-0
-0,-0,0,0,0,0,-0,-0,-0
0,0,0.28562,-0,0,0,0.28754,0,-0
-0,-0,-0,-0,0.24257,-0,0,0.31122,0
0,-0,-0,-0,0,-0,0,-0,0.43659
0,0,-0,0.26672,0.28836,0,0,-0,-0
0,0,0,-0.26342,-0.24952,0,0,0,-0.28914
0,0,0,0,-0,0,-0,0,0.28841
0,0,0,-0,-0,-0,-0,0,-0
-0,-0.28395,-0,-0,-0,0,0,0,0
-0.24979,-0.28062,-0,0,0,0,0,0,-0
0.43824,-0,-0,0.43,0,-0,0,0.45248,-0.34657
-0,-0,-0,0.082588,0,-0,0,-0,0
0,0.30229,-0,-0,0,0.28569,0,0.36919,0
-0,-0.27368,0,-0.26937,0,0,0,0.26894,-0.29197
-0,-0.25048,0,-0,0,-0.25267,0,0,-0
0,-0,-0,-0,0,-0,0,0.12551,-0.71123
0,-0,-0,0,0,-0,0,-0,-0
0,-0,-0,-0,0,-0,0,0,0.4172
0,-0.29976,0,0,-0,0,0.3146,0,-0
-0,0.3209,-0,-0,0,-0,0,-0,0
-0,0.33548,-0,-0,-0.072932,0.19415,0,-0,-0.4622
0,-0,-0,0.236,0,-0,0,-0,0
0,-0,-0,-0,0,-0,0,-0,0.28489
0.014697,-0,-0,-0,-0.29585,-0,0,-0,0.39482
