0.0,0.31161568
-0.0,0.0
0.29435802,-0.0
-0.0,-0.0
0.0,-0.0
-0.6506983,-0.0
0.0,0.25714263
0.0,-0.0
0.0,0.3248922
0.0,0.0
-0.0,0.0
0.0,0.22595781
0.0,0.33424354
0.0,-0.0
-0.0,-0.0
-0.0,0.0
0.0,-0.0
0.0,0.31472424
-0.0,-0.0
-0.30787337,-0.0
-0.0,0.0
-0.0,0.0
0.0,-0.0
-0.0,0.0
0.0,0.0
-0.2602445,-0.0
0.0,0.0
-0.0,-0.0
0.0,0.0
0.0,-0.0
-0.52850527,-0.0
-0.0,-0.0
-0.2990589,-0.26146328
0.0,0.26751357
-0.0,-0.0
0.0,0.28788376
0.0,-0.2516754
-0.0,-0.0
-0.0,-0.0
0.0,-0.2805677
-0.24559852,-0.0
-0.0,-0.0
-0.25691327,-0.0
0.0,-0.0
0.0,-0.0
-0.0,0.0
0.0,-0.0
-0.0,0.0
-0.0,0.0
0.0,0.31818572
