-0,-0,0,0.33925,0.273,0.2412,-0,-0,0
-0,-0,0,-0,-0,0,-0,0.21151,0
0.29712,-0,0,0,0.30693,0,0,0,-0
0,-0.28371,-0,0,0,-0,-0.2932,-0,0
-0,-0,0,-0,-0,-0,0,-0,-0
0,0,0,0,0,-0,0,-0,0.3102
0.31649,-0,-0.26004,-0,-0,-0,-0,-0.24999,0
-0.28495,-0,-0.284,-0,0.27316,0,0,-0,0.32983
-0,0.28452,0,0,0,0,-0,-0,0
0,-0,0,-0,0,0,-0,0,-0.55593
0,-0,0,-0,0,-0,0.27556,0,-0.29192
-0,-0,0,-0,0,0,-0,0,-0
-0,0,-0,-0,0,-0,-0,0,-0
0,-0,0,-0.29412,-0,0.29625,-0,0.27004,-0
-0,-0,0,0,1.2469,-0,-0,-0,-0.78022
-0,0.30787,0,-0,0,0,-0,0,0
-0.25123,0,0,-0,-0,-0,0,-0.2881,-0
0,0,0,-0,0,0,-0,-0,0
0.22716,0,0,0,-0.11121,-0,-0,0.38873,0
0.32008,0.26115,0,0.33143,-0.25007,0,0,-0,0.27815
0,-0.25661,-0.29986,-0.25798,-0,0,0.27818,0.26167,0
-0,0,0,0,-0.25445,0,0,-0.2967,-0
-0,-0,0,0.29866,0,0.28096,-0,-0,0
-0,-0,0,-0,-0,0,-0,-0,-0
0,-0,0,-0,0,0,-0,0.20997,0
-0,-0,0,0.20289,-0,0.2824,-0,-0,0
0,0.25445,-0.27198,-0,-0.26186,-0.29456,0,0,0
-0,0,0,-0,-0.25487,-0,0,-0,0.30081
0.30654,0.24831,0,0,0,0,-0,-0,0
-0,-0.29582,-0,-0,0,0,0,-0.29944,-0
-0,-0,-0,-0,-0,-0,0,-0,0
0,-0,0,0,-0,-0,-0,-0,0
-0,0,0,0,-0,-0,-0,-0,0.48743
-0.28325,-0,0.29139,0,0,-0,0.27956,-0,-0
-0,0,-0,-0,0,0,-0,-0,0.26998
-0,-0,0,0,-0,0.2396,-0,0.22571,0.39358
-0,-0,0,0,0,0.16475,-0,0,0.34505
0,0,-0.30842,0,0,-0.28494,-0,-0,0
-0,0.19499,0,0.26595,0.099681,-0,-0,-0.33853,0.23207
0.31427,-0,0,0,0.18376,0,-0,0,0
-0,-0,0,0,-0,-0.31567,-0,-0,0
-0,0,-0,0,-0,0,-0.26389,-0,0.31457
0,-0,0,0.25329,-0,-0,-0,-0,-0
-0.24706,0,-0.27439,0.24408,-0,-0,-0,0,-0
-0,-0,0,0.25465,0,0,-0,-0,0
0,0,0,0,0,-0,-0,0,-0
0.28232,0,-0,-0,-0,0,-0,-0,0
0.30984,-0,0,-0,0,0,-0,0.30645,0
-0,0,0,0,-0,-0,-0,-0,0.46027
0,0,0,0,-0,-0,-0,-0,0.24697
