0,-0,0,0,-0.26843,-0,0,-0,-0.27057,-0,-0,0,0,-0,-0,0,-0,-0,-0,-0,0,-0,0,0,-0,-0,0,-0,-0,0,0,0,-0.25411,-0,-0,0,0,-0,-0,0,0,0,-0,0,0,-0,-0,-0,0,-0
0,0.15109,0,0,-0,-0,0,-0,0,0,0.31129,0,0.10184,0,-0.27539,-0,-0,0,-0,0,0,0,0,0,0,-0.29162,-0.25053,-0.30497,0,-0,0,0,-0,-0,0.28856,0,0,0,0,0,-0,-0.21182,0,0,0,-0,0,-0,-0,0
0.22979,-0,0,0,-0.28407,-0,0,-0,0,0,0.35185,-0.25822,0,-0,-0,0,-0,0,-0,-0,0,-0,0,0.086356,-0,-0,0,0.14249,-0,0,0,0,-0,-0.27103,0,0,-0.21327,-0.27782,0.26138,0,0,0,0,-0.28616,0,-0,0,-0,0.18213,0
0,-0,-0,0.16158,-0.24442,0,0,-0.26282,0,0,0,-0.2437,0,0,-0,-0,-0,0,0.16321,0,-0,0,-0,0,0.11647,-0,0,-0,0,-0,0,0,0,-0,0,-0,0,0.1963,0,-0,-0,0,0.56926,-0.23425,0,-0.27831,0,-0.28446,-0.24993,-0
0,-0,0,-0.3069,-0,0.080951,0,-0.24032,0.25124,0.23171,0,0,0,0.26757,-0,0,-0,0,-0,0,0,0,-0,0,0,-0,0,-0,0.40461,0,-0.35277,0,-0,-0,0,0,0,0.16416,0,0,0.30731,-0.27019,0.20485,-0,0,-0.25819,-0,-0,-0,0
0,-0,0,0,-0,-0,0,-0,0,0,-0.2457,0,0,0.23447,-0.2298,-0,-0,0,-0,0,0.15573,0,0,0.19001,-0.091085,-0,0,-0,0,0,0,0,0,-0,-0,0,0,-0.26142,-0,-0,0,0,0.22662,0,0,-0.25828,0,-0,-0,0
-0,-0,-0,-0.27371,-0,0,0,-0,0,0,-0,-0.25625,0.15759,-0,-0,0.11797,-0,0,-0,0,0,-0,0,0,0,-0,0,-0.30492,-0,-0,0,-0,0,-0,0,-0,0,0,0,0,-0,0,0.089412,0,-0,-0,0.17931,-0,-0,0
0,-0,-0,0,-0.29418,-0.24191,0,-0,0,0,0.21853,-0.29278,-0,0,-0,0,-0,0,-0,0,0,0,-0,0,-0.11885,-0,0.19468,-0.30286,0,0,0,0.20781,-0.28701,-0,0,0,0,0,0.18438,0,-0,-0.28692,0,0,0.15303,-0.32202,-0,-0,0,0
0,-0,-0,0,-0,0,-0.29896,-0,0,-0,0.25745,0,0,-0,-0,-0,-0,-0.16149,-0,0,-0,0,-0,0,0,-0,0.233,-0,0,-0,0,0,0,-0,-0,-0,-0.2756,-0.23331,-0,-0,-0,-0.27708,0.2912,0,0,-0,-0,-0,-0.24492,-0
-0,-0,-0,0,-0,0,0.1393,-0.25114,0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,-0,0,0.057527,-0,-0,-0,0.29082,-0,-0.3088,-0,-0,-0,0,-0,0,0,0,0.2741,-0,-0.25442,0,-0.23494,0,-0,0,-0,-0,0
0,-0,-0,0,-0,-0,-0.3094,0.21943,0,0,0.34527,0,0.14308,0,-0,-0,-0,0.27457,-0.22828,0,-0,0,-0,0.17601,0,-0,0,-0,0.2478,-0,0,0,0,0.13705,0,0.24418,-0.25423,-0.25902,0.31529,-0.19571,0,0,-0.1992,-0,-0.18758,0.17086,0,-0,-0,0
