1,1,0,1,0,1,0,1,0.636
1,1,0,1,0,1,0,1,0.67983
1,1,0,1,0.13834,1,0,1,0.6427
1,1,0,1,0.19247,1,0,1,0.54923
1,1,0,1,0,1,0,1,0.30272
1,1,0,1,0.21405,1,0,1,0.5114
1,1,0,1,0,1,0,1,0.57106
1,1,0,1,0.050351,1,0,1,0.65039
1,1,0,1,0,1,0,1,0.78156
1,1,0,1,0.11669,1,0,1,0.69202
1,1,0,1,0.069458,1,0,1,0.61415
1,1,0,1,0.036482,1,0,1,0.57573
1,1,0,1,0,1,0,1,0.48902
1,1,0,1,0.041861,1,0,1,0.91184
1,1,0,1,0.087615,1,0,1,0.45797
1,1,0,1,0,1,0,1,0.79767
1,1,0,1,0.42626,1,0,1,0.55829
1,1,0,1,0.0070281,1,0,1,0.64309
1,1,0,1,0,1,0,1,0.36322
1,1,0,1,0.19206,1,0,1,0.7425
1,1,0,1,0.32456,1,0,1,0.6086
1,1,0,1,0,1,0,1,0.43339
1,1,0,1,0,1,0,1,0.66841
1,1,0,1,0.010565,1,0,1,0.55974
1,1,0,1,0.078725,1,0,1,0.75302
1,1,0,1,0.37812,1,0,1,0.63757
1,1,0,1,0,1,0,1,0.43102
1,1,0,1,0.39851,1,0,1,0.57609
1,1,0,1,0,1,0,1,0.58175
1,1,0,1,0.24756,1,0,1,0.76427
1,1,0,1,0,1,0,1,0.55011
1,1,0,1,0.097803,1,0,1,0.64901
1,1,0,1,0,1,0,1,0.46982
1,1,0,1,0.14754,1,0,1,0.59105
1,1,0,1,0,1,0,1,0.65082
1,1,0,1,0,1,0,1,0.48572
1,1,0,1,0.26176,1,0,1,0.54715
1,1,0,1,0.21802,1,0,1,0.75101
1,1,0,1,0.36454,1,0,1,0.54707
1,1,0,1,0,1,0,1,0.71061
1,1,0,1,0,1,0,1,0.46829
1,1,0,1,0,1,0,1,0.42117
1,1,0,1,0,1,0,1,0.67869
1,1,0,1,0.49458,1,0,1,0.65136
1,1,0,1,0.14426,1,0,1,0.55305
1,1,0,1,0.24171,1,0,1,0.79818
1,1,0,1,0,1,0,1,0.58741
1,1,0,1,0.22513,1,0,1,0.46194
1,1,0,1,0.2442,1,0,1,0.69192
1,1,0,1,0,1,0,1,0.55571
1,1,0,1,0,1,0,1,0.51843
1,1,0,1,0.046386,1,0,1,0.88718
1,1,0,1,0.41982,1,0,1,0.7709
1,1,0,1,0.38031,1,0,1,0.79404
1,1,0,1,0.15626,1,0,1,0.74274
1,1,0,1,0,1,0,1,0.5855
1,1,0,1,0.072554,1,0,1,0.58773
1,1,0,1,0.12909,1,0,1,0.53943
1,1,0,1,0,1,0,1,0.5743
1,1,0,1,0.52525,1,0,1,0.48892
1,1,0,1,0.39995,1,0,1,0.52708
1,1,0,1,0,1,0,1,0.49834
1,1,0,1,0.12064,1,0,1,0.68974
1,1,0,1,0,1,0,1,0.46537
1,1,0,1,0,1,0,1,0.4158
1,1,0,1,0.17047,1,0,1,0.60984
1,1,0,1,0,1,0,1,0.70982
1,1,0,1,0,1,0,1,0.79894
1,1,0,1,0.13193,1,0,1,0.52524
1,1,0,1,0.26541,1,0,1,0.44427
1,1,0,1,0.29502,1,0,1,0.87322
1,1,0,1,0,1,0,1,0.61317
1,1,0,1,0.07388,1,0,1,0.56321
1,1,0,1,0.17553,1,0,1,0.61568
1,1,0,1,0.40761,1,0,1,0.51848
1,1,0,1,0.40549,1,0,1,0.67874
1,1,0,1,0.29521,1,0,1,0.54317
1,1,0,1,0.23467,1,0,1,0.55251
1,1,0,1,0,1,0,1,0.63495
1,1,0,1,0,1,0,1,0.70627
1,1,0,1,0.53959,1,0,1,0.7254
1,1,0,1,0.081595,1,0,1,0.8307
1,1,0,1,0.39076,1,0,1,0.52823
1,1,0,1,0.17975,1,0,1,0.65752
1,1,0,1,0.13924,1,0,1,0.53248
1,1,0,1,0.33763,1,0,1,0.51027
1,1,0,1,0,1,0,1,0.34172
1,1,0,1,0.074979,1,0,1,0.52802
1,1,0,1,0.059091,1,0,1,0.54279
1,1,0,1,0,1,0,1,0.56934
1,1,0,1,0.079371,1,0,1,0.44912
1,1,0,1,0.13131,1,0,1,0.46537
1,1,0,1,0,1,0,1,0.47248
1,1,0,1,0.36167,1,0,1,0.50081
